codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar
3.01.02.02.02.00.000,Elementos de Cafeteria y limp El Talar,"5.000,00","1.852,00","3.307,00","1.693,00","1.704,00","2.889,00","418,00"
3.01.02.02.03.00.000,Utiles Impr. Digit.y Papeleria El Talar,"5.000,00","215,00","1.065,00","3.935,00","260,00","850,00","215,00"
3.01.02.02.04.00.000,Consumos Varios C. Salud El Talar,"5.000,00","250,00","660,00","4.340,00","0,00","410,00","250,00"
3.01.02.02.05.00.000,Indumentaria al personal El Talar,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
3.01.02.03.01.00.000,Utiles libros digitalizacion y papeleria,"5.000,00","670,00","769,50","4.230,50","250,00","349,50","420,00"
3.01.02.03.02.00.000,elementos de limpieza y cafeteria,"5.000,00","970,00","2.846,00","2.154,00","1.356,00","2.661,00","185,00"
3.01.02.03.03.00.000,Indumentaria al personal Des. Social,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
3.01.02.03.04.00.000,Consumos varios Desarrollo social,"5.000,00","200,00","400,00","4.600,00","0,00","200,00","200,00"
3.01.02.03.05.00.000,Medicamento e insumos a carenciados,"10.000,00","0,00","6.326,30","3.673,70","3.776,00","6.326,30","0,00"
3.01.02.03.06.00.000,Deudas de consumos ejercicio,"104.000,00","0,00","101.655,67","2.344,33","795,49","101.655,67","0,00"
3.01.02.03.07.00.000,Credito Refuerzo de Partida,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
3.01.03.00.00.00.000,Servicios Salud,"1076.000,00","156.045,34","650.107,25","425.892,75","137.843,87","526.014,36","124.092,89"
3.01.03.01.01.00.000,Electr. Agua (facturas)- Centro,"20.000,00","297,50","877,00","19.123,00","877,00","877,00","0,00"
3.01.03.01.02.00.000,Traslados y Remis Centro Salud Centro,"10.000,00","170,00","565,19","9.434,81","395,19","395,19","170,00"
3.01.03.01.03.00.000,Com. Telefonica y postales Centro,"15.000,00","1.950,11","1.950,11","13.049,89","1.950,11","1.950,11","0,00"
3.01.03.01.04.00.000,Honrarios Profecionales -Centro,"294.000,00","65.400,00","109.900,00","184.100,00","45.700,00","53.700,00","56.200,00"
3.01.03.01.05.00.000,Servicios Mantenimiento -Centro,"40.000,00","27.453,83","35.483,93","4.516,07","10.394,48","13.530,10","21.953,83"
3.01.03.02.01.00.000,Elect.Gas Agua (facturas) - El Talar,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00"
3.01.03.02.02.00.000,Traslados Remis centro salud El Talar,"5.000,00","0,00","62,60","4.937,40","0,00","62,60","0,00"
3.01.03.02.03.00.000,Comunic. Telefonicas y Postales El Talar,"15.000,00","1.631,49","1.631,49","13.368,51","1.631,49","1.631,49","0,00"
3.01.03.02.04.00.000,Honorarios Profecionales El Talar,"160.000,00","19.660,00","61.180,00","98.820,00","27.980,00","61.180,00","0,00"
3.01.03.02.05.00.000,Servicios mantenimiento El Talar,"10.000,00","0,00","1.900,00","8.100,00","0,00","0,00","1.900,00"
3.01.03.03.01.00.000,Elect Gas Agua (facturas D. Social,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
3.01.03.03.02.00.000,Traslado y remis D. Social,"6.000,00","2.474,08","5.206,81","793,19","1.332,27","3.622,75","1.584,06"
3.01.03.03.03.00.000,Comunic. telefonica y Postales D. sOCIAL,"8.000,00","5.153,33","5.153,33","2.846,67","5.153,33","5.153,33","0,00"
3.01.03.03.04.00.000,Honorarios Profecionales D. Social,"100.000,00","31.855,00","73.075,00","26.925,00","42.430,00","54.790,00","18.285,00"
3.01.03.03.05.00.000,Servicios Mantenimiento D. Social,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
3.01.03.04.00.00.000,Alquiler Consultorio Centro Salud,"30.000,00","0,00","24.000,00","6.000,00","0,00","0,00","24.000,00"
3.01.03.05.00.00.000,Deudas Ejercicio Ant.,"330.000,00","0,00","329.121,79","878,21","0,00","329.121,79","0,00"
3.01.03.06.00.00.000,Credito Refuerzo Partida,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
3.03.00.00.00.00.000,Tranferencias,"300.000,00","0,00","4.500,00","295.500,00","0,00","4.500,00","0,00"
3.03.05.00.00.00.000,Tranf.P/fINANCIA eROGACIONES cORRIENTES,"300.000,00","0,00","4.500,00","295.500,00","0,00","4.500,00","0,00"
3.03.05.02.01.00.000,Programa de Empleo M Ctro. Salud Centro,"100.000,00","0,00","4.500,00","95.500,00","0,00","4.500,00","0,00"
3.03.05.02.02.00.000,Programa Empleo M. Ctro. Salud El Talar,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
3.03.05.02.03.00.000,Programa Emp.Mun. D. Social,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
4.01.07.00.00.00.000,Bienes de Capital,"240.000,00","0,00","0,00","240.000,00","0,00","0,00","0,00"
4.01.07.10.01.00.000,Bienes de Capital Centro de Salud Centro,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
4.01.07.10.02.00.000,Bienes de Capital Centro de Salud El Talar,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
4.01.07.10.03.00.000,Bienes de Capital Desarrollo Social,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
4.01.07.10.04.00.000,Aparatos e instrumental,"90.000,00","0,00","0,00","90.000,00","0,00","0,00","0,00"
4.01.08.00.00.00.000,Trabajos Publicos,"450.000,00","3.181,82","3.181,82","446.818,18","440,99","440,99","2.740,83"
4.01.08.01.02.00.000,Por Administracion,"450.000,00","3.181,82","3.181,82","446.818,18","440,99","440,99","2.740,83"
4.01.08.01.02.01.000,Obra Amplicion Centro de Salud B§ cENTRO,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
4.01.08.01.02.02.000,o. Ampliacion C.Salud El Talar,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
4.01.08.01.02.03.000,OBRA AMPLIACION dESARROLLO sOCIAL,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
4.01.08.01.02.04.000,o Mant y Mejoras Centro Salud Centro,"50.000,00","644,83","644,83","49.355,17","0,00","0,00","644,83"
4.01.08.01.02.05.000,O. Mant y Mejoras Centro Salud EL Talar,"50.000,00","2.536,99","2.536,99","47.463,01","440,99","440,99","2.096,00"
4.01.08.01.02.06.000,O. Mantenimiento Desarrollo Social,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
5.00.00.00.00.00.000,No clasificados,"9530.000,00","507.516,06","2011.207,83","7518.792,17","843.658,15","1952.330,58","58.877,25"
5.01.00.00.00.00.000,Cuentas de Orden,"9530.000,00","507.516,06","2011.207,83","7518.792,17","843.658,15","1952.330,58","58.877,25"
5.01.01.00.00.00.000,No clasificadas,"9530.000,00","507.516,06","2011.207,83","7518.792,17","843.658,15","1952.330,58","58.877,25"
5.01.01.01.01.00.000,Fondo de Repara,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
5.01.01.01.02.00.000,Garantia de licitacion,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
5.01.01.02.01.00.000,Retencion 18% Aporte Personal,"6000.000,00","266.438,17","1205.059,22","4794.940,78","531.083,25","1205.059,22","0,00"
5.01.01.02.02.00.000,Retencion APROSS,"1500.000,00","96.160,52","500.625,28","999.374,72","188.207,54","500.625,28","0,00"
5.01.01.02.03.00.000,Retencio Seguro de Vida,"100.000,00","9.038,73","33.368,75","66.631,25","17.914,60","33.368,75","0,00"
5.01.01.02.04.00.000,Aporte Sindical,"800.000,00","51.144,90","90.701,84","709.298,16","20.384,02","39.556,94","51.144,90"
5.01.01.02.05.00.000,Retencion Telefonia Celular,"500.000,00","76.091,39","138.207,14","361.792,86","76.091,39","138.207,14","0,00"
5.01.01.02.06.00.000,Retencion prestamos personales,"200.000,00","7.732,35","42.335,60","157.664,40","9.067,35","34.603,25","7.732,35"
5.01.01.02.07.00.000,Retencion Seguro Particulares personal,"120.000,00","0,00","0,00","120.000,00","0,00","0,00","0,00"
5.01.01.02.08.00.000,Retenciones gastos judiciales,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
5.01.01.02.09.00.000,Retenciones Varias,"100.000,00","910,00","910,00","99.090,00","910,00","910,00","0,00"
5.01.01.02.10.00.000,Registro Anulacion Orden de Pago,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
6.00.00.00.00.00.000,Erogaciones corrientes,"1186.000,00","44.404,89","50.541,64","1135.458,36","27.485,57","33.622,32","16.919,32"
6.01.00.00.00.00.000,Funcionamiento,"1186.000,00","44.404,89","50.541,64","1135.458,36","27.485,57","33.622,32","16.919,32"
6.01.01.00.00.00.000,Personal,"1081.000,00","30.999,96","30.999,96","1050.000,04","15.499,98","15.499,98","15.499,98"
6.01.01.01.01.00.000,Sueldos basicos,"384.000,00","24.000,00","24.000,00","360.000,00","12.000,00","12.000,00","12.000,00"
6.01.01.01.01.01.000,Autoridas Superiores Concejo Deliberante,"384.000,00","24.000,00","24.000,00","360.000,00","12.000,00","12.000,00","12.000,00"
6.01.01.01.01.01.001,Presidente del Concejo Deliberante,"240.000,00","4.000,00","4.000,00","236.000,00","2.000,00","2.000,00","2.000,00"
6.01.01.01.01.01.002,Concejales,"144.000,00","20.000,00","20.000,00","124.000,00","10.000,00","10.000,00","10.000,00"
6.01.01.01.02.00.000,Adicionales y Suplementos varios,"615.000,00","0,00","0,00","615.000,00","0,00","0,00","0,00"
6.01.01.01.02.01.000,Adicional no remunerativo,"615.000,00","0,00","0,00","615.000,00","0,00","0,00","0,00"
6.01.01.02.01.00.000,Retribuciones,"42.000,00","6.999,96","6.999,96","35.000,04","3.499,98","3.499,98","3.499,98"
6.01.01.02.01.01.000,Secretaria C.D,"42.000,00","6.999,96","6.999,96","35.000,04","3.499,98","3.499,98","3.499,98"
6.01.01.02.02.00.000,Adicionales y Suplementos Varios,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
6.01.01.02.02.01.000,Adicional no remunerativo,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
6.01.02.00.00.00.000,Bienes de Consumo,"15.000,00","5.057,78","5.899,53","9.100,47","3.638,44","4.480,19","1.419,34"
6.01.02.13.00.00.000,Bienes de Consumo C.D-,"15.000,00","5.057,78","5.899,53","9.100,47","3.638,44","4.480,19","1.419,34"
6.01.03.00.00.00.000,Servicio,"90.000,00","8.347,15","13.642,15","76.357,85","8.347,15","13.642,15","0,00"
6.01.03.19.01.00.000,aLQUILER inmuble C.D,"70.000,00","5.175,00","10.350,00","59.650,00","5.175,00","10.350,00","0,00"
6.01.03.19.02.00.000,cAPACITACION,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
6.01.03.19.03.00.000,OTROS,"5.000,00","3.172,15","3.292,15","1.707,85","3.172,15","3.292,15","0,00"
6.01.03.19.04.00.000,Est Investig y Asist Tecnica C.D.,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
7.00.00.00.00.00.000,Erogaciones de Capital,"50.000,00","5.699,70","5.699,70","44.300,30","5.699,70","5.699,70","0,00"
7.01.00.00.00.00.000,Inversion Fisica,"50.000,00","5.699,70","5.699,70","44.300,30","5.699,70","5.699,70","0,00"
7.01.07.00.00.00.000,Bienes de Capital,"50.000,00","5.699,70","5.699,70","44.300,30","5.699,70","5.699,70","0,00"
7.01.07.02.00.00.000,Muebles y Equipos de Oficina C.D,"50.000,00","5.699,70","5.699,70","44.300,30","5.699,70","5.699,70","0,00"
8.00.00.00.00.00.000,Erogaciones corrientes,"828.500,00","21.542,96","24.189,96","804.310,04","10.606,98","12.872,98","11.316,98"
8.01.00.00.00.00.000,Funcionamiento,"828.500,00","21.542,96","24.189,96","804.310,04","10.606,98","12.872,98","11.316,98"
8.01.01.00.00.00.000,Personal,"798.500,00","18.999,96","18.999,96","779.500,04","9.499,98","9.499,98","9.499,98"
8.01.01.01.01.00.000,Sueldos Basicos,"480.000,00","12.000,00","12.000,00","468.000,00","6.000,00","6.000,00","6.000,00"
8.01.01.01.01.01.000,Autoridades Sup T.C.,"480.000,00","12.000,00","12.000,00","468.000,00","6.000,00","6.000,00","6.000,00"
8.01.01.01.01.01.001,Presidente T. C.,"240.000,00","4.000,00","4.000,00","236.000,00","2.000,00","2.000,00","2.000,00"
8.01.01.01.01.01.002,Miembros T.C,"240.000,00","8.000,00","8.000,00","232.000,00","4.000,00","4.000,00","4.000,00"
8.01.01.01.02.00.000,Adicionales y suplementos Varios,"265.000,00","0,00","0,00","265.000,00","0,00","0,00","0,00"
8.01.01.01.02.01.000,Adicional no remunerativo,"265.000,00","0,00","0,00","265.000,00","0,00","0,00","0,00"
8.01.01.02.01.01.000,Secretaria T.C.,"13.500,00","6.999,96","6.999,96","6.500,04","3.499,98","3.499,98","3.499,98"
8.01.01.02.02.00.000,ADICIONALES Y SUP`LEMENTOS VARIOS,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
8.01.01.02.02.01.000,ADICIONAL NO REMUNERATIVO,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00"
8.01.02.00.00.00.000,Bienes de Consumo T.C.,"10.000,00","2.543,00","5.190,00","4.810,00","1.107,00","3.373,00","1.817,00"
8.01.02.14.00.00.000,Bienes de Consumo T.C,"10.000,00","2.543,00","5.190,00","4.810,00","1.107,00","3.373,00","1.817,00"
8.01.03.00.00.00.000,Servicios T.C,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
8.01.03.01.00.00.000,Capacitacion,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
8.01.03.02.00.00.000,Otros,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
8.01.03.03.00.00.000,Est Investigacion y asist Tecnica T.C.,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
9.00.00.00.00.00.000,Erogaciones de Capital,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
9.01.00.00.00.00.000,Inversion Fisica,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
9.01.07.00.00.00.000,Bienes de Capital,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
9.01.07.04.00.00.000,Muebles y Equipos de Oficina T.C,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
