codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
1.01.01.01.01.01.015,Asesora Letrada,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.02.000,personal jerarquico,"1206.792,00","63.068,00","183.200,00","1023.592,00","60.066,00","120.132,00","63.068,00",2017,4
1.01.01.01.01.02.001,CAPATAZ GENERAL             (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.02.002,JEFE DE DEP OBRAS PRIV CAT  (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.02.003,JEFE DEPARTAMENTO 24,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.02.004,JEFE DEPSRTAMENTO RENTAS Y TESORERIA 24,"121.500,00","10.631,00","30.881,00","90.619,00","10.125,00","20.250,00","10.631,00",2017,4
1.01.01.01.01.02.005,Jefe de Departamento Seguridad Ciudadana,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.02.006,JEFE Departamento - Contaduria (24),"121.500,00","10.631,00","30.881,00","90.619,00","10.125,00","20.250,00","10.631,00",2017,4
1.01.01.01.01.02.007,JEFE de Departamento Registro Civil (24),"121.500,00","10.631,00","30.881,00","90.619,00","10.125,00","20.250,00","10.631,00",2017,4
1.01.01.01.01.02.008,JEFE de Seccion II - Coordinacion (22),"119.100,00","10.421,00","30.271,00","88.829,00","9.925,00","19.850,00","10.421,00",2017,4
1.01.01.01.01.02.009,JEFE DE SECCION I RENTAS 22,"119.100,00","10.421,00","30.271,00","88.829,00","9.925,00","19.850,00","10.421,00",2017,4
1.01.01.01.01.02.011,Jefe de seccion administrativo 21,"118.092,00","10.333,00","30.015,00","88.077,00","9.841,00","19.682,00","10.333,00",2017,4
1.01.01.01.01.03.000,PERSONAL SUPERIOR ADMINISTRATIVO,"234.312,00","20.565,00","59.617,00","174.695,00","19.526,00","39.052,00","20.565,00",2017,4
1.01.01.01.01.03.001,ADMINISTRATIVO SUPERIOR I   (20),"117.120,00","10.311,00","29.831,00","87.289,00","9.760,00","19.520,00","10.311,00",2017,4
1.01.01.01.01.03.002,Administrativo superior III (18),"117.192,00","10.254,00","29.786,00","87.406,00","9.766,00","19.532,00","10.254,00",2017,4
1.01.01.01.01.04.000,PERSONAL AUXILIAR ADMINISTRATIVO,"768.731,00","57.480,00","149.038,00","619.693,00","45.779,00","91.558,00","57.480,00",2017,4
1.01.01.01.01.04.002,AUXILIAR ADMINISTRATIVO I CAT 17,"348.156,00","30.465,00","88.491,00","259.665,00","29.013,00","58.026,00","30.465,00",2017,4
1.01.01.01.01.04.003,Auxiliar Administrativo X (cat10),"312.192,00","18.212,00","18.212,00","293.980,00","0,00","0,00","18.212,00",2017,4
1.01.01.01.01.04.004,Auxiliar Admnistrativo IX (cat9),"108.383,00","8.803,00","42.335,00","66.048,00","16.766,00","33.532,00","8.803,00",2017,4
1.01.01.01.01.05.001,Administrativo de Ejecucion II Cat 8,"1280.448,00","84.456,40","232.200,40","1048.247,60","73.872,00","147.744,00","84.456,40",2017,4
1.01.01.01.01.06.004,DOCENTE XI (CAT 11),"106.176,00","0,00","0,00","106.176,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.06.005,Docente IX (cat 9),"100.596,00","9.106,00","25.872,00","74.724,00","8.383,00","16.766,00","9.106,00",2017,4
1.01.01.01.01.07.001,Tecnico I cat 18,"585.960,00","0,00","0,00","585.960,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.07.002,TECNICO EJEC I CAT 8,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.09.000,PERS. SUPERIOR DE MAEST. Y SERVICIOS GRALES.,"3978.696,00","298.161,50","701.103,50","3277.592,50","201.471,00","402.942,00","298.161,50",2017,4
1.01.01.01.01.09.001,MAEST SERV GRALES.SUP I 17,"1856.832,00","147.247,50","437.377,50","1419.454,50","145.065,00","290.130,00","147.247,50",2017,4
1.01.01.01.01.09.002,Maestr.y Serv grales Sup XVI(16),"789.684,00","60.342,00","60.342,00","729.342,00","0,00","0,00","60.342,00",2017,4
1.01.01.01.01.09.003,MAEST SERV GRLES SUP V (15),"225.624,00","0,00","112.812,00","112.812,00","56.406,00","112.812,00","0,00",2017,4
1.01.01.01.01.09.004,Maestr.Serv Grales Suo X (10),"905.364,00","90.572,00","90.572,00","814.792,00","0,00","0,00","90.572,00",2017,4
1.01.01.01.01.09.005,Maestr. Serv. Grales Sup. IX,"201.192,00","0,00","0,00","201.192,00","0,00","0,00","0,00",2017,4
1.01.01.01.01.10.000,Personal de Maestranza y Serv. Grales.,"2514.900,00","155.124,00","535.136,00","1979.764,00","190.006,00","380.012,00","155.124,00",2017,4
1.01.01.01.01.10.001,Maestr. y Serv. Generales I (8),"2011.920,00","155.124,00","322.784,00","1689.136,00","83.830,00","167.660,00","155.124,00",2017,4
1.01.01.01.01.10.002,Maestr. Serv Grales II (8),"502.980,00","0,00","212.352,00","290.628,00","106.176,00","212.352,00","0,00",2017,4
1.01.01.01.01.11.001,Inspectores Ejec I CAT 8,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.01.01.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"13595.000,00","1469.216,23","4167.812,27","9427.187,73","1327.915,90","2618.321,74","1549.490,53",2017,4
1.01.01.01.02.02.000,GASTOS DE REPRESENTACION INTEND Y SECRETARIOS,"520.000,00","79.020,00","229.540,00","290.460,00","75.260,00","150.520,00","79.020,00",2017,4
1.01.01.01.02.03.000,ANTIGUEDAD,"3600.000,00","550.549,85","1545.619,69","2054.380,31","497.534,92","995.069,84","550.549,85",2017,4
1.01.01.01.02.04.000,TITULO,"150.000,00","17.616,27","51.415,93","98.584,07","16.899,83","33.799,66","17.616,27",2017,4
1.01.01.01.02.05.000,RESPONSABILIDAD JERARQUICA,"180.000,00","22.109,70","64.224,30","115.775,70","21.057,30","42.114,60","22.109,70",2017,4
1.01.01.01.02.06.000,RIESGO E INSALUBRIDAD EN LAS TAREAS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.01.01.02.07.000,SUBROGANCIA,"25.000,00","2.731,80","7.761,80","17.238,20","2.515,00","5.030,00","2.731,80",2017,4
1.01.01.01.02.08.000,QUEBRANTO DE CAJA,"50.000,00","4.912,26","15.019,41","34.980,59","5.182,35","10.107,15","4.912,26",2017,4
1.01.01.01.02.09.000,OTROS SUPLEMENTOS,"3000.000,00","52.477,02","137.282,40","2862.717,60","48.002,75","81.605,38","55.677,02",2017,4
1.01.01.01.02.10.000,ASISTENCIA PERFECTA Y PUNTUALIDAD,"3000.000,00","159.771,34","430.692,70","2569.307,30","135.779,40","270.921,36","159.771,34",2017,4
1.01.01.01.02.11.000,RESPONSABILIDAD TECNICA,"250.000,00","23.312,75","67.547,05","182.452,95","22.117,15","44.234,30","23.312,75",2017,4
1.01.01.01.02.12.000,REFRIGERIO,"700.000,00","96.000,00","240.800,00","459.200,00","72.000,00","144.800,00","96.000,00",2017,4
1.01.01.01.02.13.000,Adicional no remunerativo,"2000.000,00","460.715,24","1300.834,69","699.165,31","431.567,20","840.119,45","460.715,24",2017,4
1.01.01.01.02.14.000,Bonificacion por Jbilacion,"100.000,00","0,00","77.074,30","22.925,70","0,00","0,00","77.074,30",2017,4
1.01.01.01.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,4
1.01.01.01.03.01.000,AGUINALDO PERSONAL PERMANENTE,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,4
1.01.01.01.04.00.000,APORTE PATRONAL JUBILATORIO,"5000.000,00","353.501,37","1709.128,95","3290.871,05","353.501,37","1709.128,95","0,00",2017,4
1.01.01.01.04.01.000,APORTE 20% P/PERSONAL PERMANENTE,"5000.000,00","353.501,37","1709.128,95","3290.871,05","353.501,37","1709.128,95","0,00",2017,4
1.01.01.01.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"1400.000,00","163.570,49","806.867,79","593.132,21","99.656,44","742.953,74","63.914,05",2017,4
1.01.01.01.05.01.000,FONDO MEDICO ASISTENCIAL (apross),"900.000,00","119.435,97","628.288,25","271.711,75","96.597,44","605.449,72","22.838,53",2017,4
1.01.01.01.05.02.000,SEGUROS ART,"500.000,00","44.134,52","178.579,54","321.420,46","3.059,00","137.504,02","41.075,52",2017,4
1.01.01.01.06.00.000,SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","3.644,00","46.356,00","3.644,00","3.644,00","0,00",2017,4
1.01.01.01.06.01.000,PARA PAGO DE SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","3.644,00","46.356,00","3.644,00","3.644,00","0,00",2017,4
1.01.01.01.07.00.000,DEUDAS PERSONAL PERMANENTE,"6100.000,00","0,00","6058.674,52","41.325,48","0,00","6058.674,52","0,00",2017,4
1.01.01.01.07.01.000,DEUDAS VARIAS,"6100.000,00","0,00","6058.674,52","41.325,48","0,00","6058.674,52","0,00",2017,4
1.01.01.01.08.00.000,CAPACITACION PERSONAL,"30.000,00","1.700,00","1.900,00","28.100,00","1.200,00","1.200,00","700,00",2017,4
1.01.01.02.01.00.000,RETRIBUCIONES,"500.000,00","31.499,82","131.873,34","368.126,66","49.272,32","100.373,52","31.499,82",2017,4
1.01.01.02.01.01.000,PERSONAL CONTRATADO,"500.000,00","31.499,82","131.873,34","368.126,66","49.272,32","100.373,52","31.499,82",2017,4
1.01.01.02.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"450.000,00","0,00","0,00","450.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.02.01.000,ANTIGUEDAD,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.02.02.000,OTROS SUPLEMENTOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.02.03.000,Adicional no Remunerativo Pers. no permanente,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.03.01.000,AGUINALDO PERSONAL NO PERMANENTE,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.04.00.000,APORTE PATRONAL JUBILATORIO,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.04.01.000,APORTE 20% PERSONAL NO PERMANENTE,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"70.000,00","0,00","3.059,00","66.941,00","0,00","3.059,00","0,00",2017,4
1.01.01.02.05.01.000,FONDO ASISTENCIAL(A.PRO.S.S.),"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,4
1.01.01.02.05.02.000,SEGUROS AL PERSONAL,"10.000,00","0,00","3.059,00","6.941,00","0,00","3.059,00","0,00",2017,4
1.01.01.02.06.00.000,DEUDAS PERSONAL TEMPORARIO,"200.000,00","0,00","174.372,33","25.627,67","0,00","174.372,33","0,00",2017,4
1.01.01.02.06.01.000,DEUDAS VARIAS,"200.000,00","0,00","174.372,33","25.627,67","0,00","174.372,33","0,00",2017,4
1.01.01.03.00.00.000,SALARIO FAMILIAR,"1000.000,00","179.908,00","378.961,00","621.039,00","99.440,00","199.053,00","179.908,00",2017,4
1.01.01.04.00.00.000,SERVICIOS EXTRAORDINARIOS,"400.000,00","92.605,11","199.734,78","200.265,22","60.660,18","107.129,67","92.605,11",2017,4
1.01.01.05.00.00.000,ASISTENCIA SOCIAL AL PERSONAL,"30.000,00","4.171,70","18.622,85","11.377,15","7.673,08","14.730,23","3.892,62",2017,4
1.01.01.06.00.00.000,CREDITO ADICIONAL P/INCREMENTOS SALARIALES,"4100.000,00","0,00","0,00","4100.000,00","0,00","0,00","0,00",2017,4
1.01.01.07.00.00.000,Credito Adicional para escalafonamiento,"957.413,00","0,00","0,00","957.413,00","0,00","0,00","0,00",2017,4
1.01.02.00.00.00.000,BIENES DE CONSUMO,"7101.000,00","536.060,60","2075.258,73","5025.741,27","271.146,72","1142.682,00","932.576,73",2017,4
1.01.02.01.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","6.491,01","19.509,03","30.490,97","0,00","5.017,00","14.492,03",2017,4
1.01.02.01.02.00.000,MOTONIVELADORA MUNICIPAL,"100.000,00","19.871,40","80.719,73","19.280,27","0,00","7.940,00","72.779,73",2017,4
1.01.02.01.03.00.000,CAMION FORD 14000,"70.000,00","6.060,01","18.465,07","51.534,93","0,00","245,00","18.220,07",2017,4
1.01.02.01.04.00.000,FORD RANGER,"40.000,00","7.045,01","12.635,00","27.365,00","2.715,00","2.715,00","9.920,00",2017,4
1.01.02.01.05.00.000,FIAT FIORINO (gobierno),"40.000,00","899,98","4.200,02","35.799,98","0,00","2.200,06","1.999,96",2017,4
1.01.02.01.06.00.000,RENAULT EXPRESS (compras),"30.000,00","2.490,01","4.435,03","25.564,97","0,00","0,00","4.435,03",2017,4
1.01.02.01.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"25.000,00","7.939,98","22.414,89","2.585,11","0,00","0,00","22.414,89",2017,4
1.01.02.01.08.00.000,CAMION COMPACTADOR (RECOL. DE RESIDUOS),"100.000,00","11.855,02","64.741,30","35.258,70","0,00","2.655,00","62.086,30",2017,4
1.01.02.01.09.00.000,Tractor Hanomag,"20.000,00","1.550,02","7.893,04","12.106,96","4.143,00","4.143,00","3.750,04",2017,4
1.01.02.01.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"60.000,00","6.349,76","20.249,52","39.750,48","4.899,78","15.699,59","4.549,93",2017,4
1.01.02.01.11.00.000,RENAULT MASTER,"80.000,00","4.500,00","10.900,02","69.099,98","0,00","0,00","10.900,02",2017,4
1.01.02.01.12.00.000,CAMION SCANIA (AGUA),"80.000,00","8.640,00","37.015,12","42.984,88","0,00","0,00","37.015,12",2017,4
1.01.02.01.13.00.000,Renault Kangoo (espacios verdes),"30.000,00","1.899,92","8.085,62","21.914,38","2.935,06","5.235,62","2.850,00",2017,4
1.01.02.01.14.00.000,Renault Kangoo (medio ambiente),"20.000,00","799,99","2.649,86","17.350,14","1.849,92","2.649,86","0,00",2017,4
1.01.02.01.15.00.000,Ford F 100 (servicios publicos),"20.000,00","8.596,98","19.237,01","762,99","225,00","525,00","18.712,01",2017,4
1.01.02.01.16.00.000,otros vehiculos,"90.000,00","15.414,77","65.977,28","24.022,72","7.124,91","24.491,03","41.486,25",2017,4
1.01.02.02.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","37.735,00","41.420,50","8.579,50","23.930,50","27.420,50","14.000,00",2017,4
1.01.02.02.02.00.000,MOTONIVELADORA MUNICIPAL (2),"70.000,00","7.500,02","11.872,02","58.127,98","0,00","4.372,00","7.500,02",2017,4
1.01.02.02.03.00.000,CAMION FORD 14000,"50.000,00","425,00","6.850,00","43.150,00","425,00","6.850,00","0,00",2017,4
1.01.02.02.04.00.000,FORD RANGER,"80.000,00","0,00","940,00","79.060,00","0,00","940,00","0,00",2017,4
1.01.02.02.05.00.000,FIAT FIORINO (gobierno),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.02.02.06.00.000,RENAULT EXPRESS (compras),"30.000,00","400,00","400,00","29.600,00","0,00","0,00","400,00",2017,4
1.01.02.02.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","1.260,00","5.161,50","24.838,50","1.670,00","5.161,50","0,00",2017,4
1.01.02.02.08.00.000,CAMION COMPACTADOR (RECOL. RESIDUOS),"80.000,00","14.400,00","15.540,02","64.459,98","14.000,00","15.140,02","400,00",2017,4
1.01.02.02.09.00.000,tractor Hanomag,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.01.02.02.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"30.000,00","144,99","2.324,99","27.675,01","0,00","2.180,00","144,99",2017,4
1.01.02.02.11.00.000,RENAULT MASTER,"20.000,00","585,00","585,00","19.415,00","560,00","560,00","25,00",2017,4
1.01.02.02.12.00.000,CAMION SCANIA (agua),"20.000,00","0,00","16.639,50","3.360,50","3.280,00","16.639,50","0,00",2017,4
1.01.02.02.13.00.000,renault kango (espacios verdes),"20.000,00","1.275,00","1.275,00","18.725,00","0,00","0,00","1.275,00",2017,4
1.01.02.02.14.00.000,Renault kango (mendioa ambiente),"20.000,00","970,00","4.830,00","15.170,00","970,00","4.830,00","0,00",2017,4
1.01.02.02.15.00.000,Ford F 100 (servicios publicos),"20.000,00","125,00","125,00","19.875,00","125,00","125,00","0,00",2017,4
1.01.02.02.16.00.000,Adq Repuestos Mar Espacis Verdes,"50.000,00","6.835,00","32.211,29","17.788,71","6.835,00","32.211,29","0,00",2017,4
1.01.02.02.17.00.000,otros vehiculos,"10.000,00","0,00","440,00","9.560,00","440,00","440,00","0,00",2017,4
1.01.02.03.01.00.000,ADMINISTRACION MUNICIPAL,"100.000,00","29.208,42","84.424,85","15.575,15","20.627,92","72.649,05","11.775,80",2017,4
1.01.02.03.02.00.000,OFICINA DE FALTAS,"7.000,00","480,00","2.709,70","4.290,30","342,50","2.279,70","430,00",2017,4
1.01.02.03.03.00.000,HOGAR DE DIA,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00",2017,4
1.01.02.03.04.00.000,GUARDERIA,"5.000,00","0,00","1.860,00","3.140,00","0,00","1.860,00","0,00",2017,4
1.01.02.03.06.00.000,SALON CULTURAL,"5.000,00","0,00","160,00","4.840,00","0,00","160,00","0,00",2017,4
1.01.02.03.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.04.01.00.000,ADMINISTRACION MUNICIPAL,"65.000,00","8.498,44","23.453,30","41.546,70","9.051,86","19.753,72","3.699,58",2017,4
1.01.02.04.02.00.000,OFICINA DE FALTAS,"5.000,00","891,00","2.975,50","2.024,50","984,50","2.557,50","418,00",2017,4
1.01.02.04.03.00.000,HOGAR DE DIA,"8.000,00","776,00","3.634,00","4.366,00","1.681,00","3.579,00","55,00",2017,4
1.01.02.04.04.00.000,GUARDERIA,"8.000,00","55,00","2.884,99","5.115,01","960,00","2.829,99","55,00",2017,4
1.01.02.04.06.00.000,SALON CULTURAL,"10.000,00","785,00","4.810,00","5.190,00","1.640,00","4.326,00","484,00",2017,4
1.01.02.04.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.05.00.00.000,MATERIALES PARA CONSERVACION,"70.000,00","7.539,95","23.371,78","46.628,22","7.590,46","21.512,54","1.859,24",2017,4
1.01.02.06.01.00.000,PALA CARGADORA MUNICIPAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.02.00.000,MOTONIVELADORA MUNICIPAL (2),"130.000,00","0,00","66.350,00","63.650,00","0,00","65.950,00","400,00",2017,4
1.01.02.06.03.00.000,CAMION FORD 14000,"40.000,00","0,00","6.200,00","33.800,00","6.200,00","6.200,00","0,00",2017,4
1.01.02.06.04.00.000,FORD RANGER,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.05.00.000,FIAT FIORINO (gobierno),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.06.00.000,RENAULT EXPRESS Y KANGOO (ESPACIOS VERDES),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"7.000,00","0,00","2.900,00","4.100,00","2.900,00","2.900,00","0,00",2017,4
1.01.02.06.08.00.000,CAMION COMPACTADOR (RECOLEC. RESIDUOS),"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.09.00.000,tractor Hanomg,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.10.00.000,FORDS F 100 HIDROELEVADOR (ALUMBRADO),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.11.00.000,Renault MasterS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.12.00.000,CAMION SCANIA (AGUA),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.13.00.000,Renaul Kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.14.00.000,Reanult Kango (medio ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.15.00.000,Ford F 100 (SERVICIOS PUBLICOS),"10.000,00","0,00","450,00","9.550,00","0,00","0,00","450,00",2017,4
1.01.02.06.16.00.000,Cub Vehiculos espacios verdes,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,4
1.01.02.06.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,4
1.01.02.07.00.00.000,ADQUISICION DE MATERIALES DE CONSTRUCCION,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.08.00.00.000,ADQUIS. DE MAT. Y PROD. FARMACEUTICOS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.09.00.00.000,RACIMIENTO Y ALIMENTOS,"50.000,00","2.730,43","11.663,43","38.336,57","5.498,00","10.123,00","1.540,43",2017,4
1.01.02.10.01.00.000,DIARIOS Y REVISTAS DEL MUNICIPIO,"20.000,00","5.710,00","13.872,00","6.128,00","2.527,00","8.162,00","5.710,00",2017,4
1.01.02.10.02.00.000,PRODUCTOS DE FORRAJERIA,"3.000,00","0,00","910,00","2.090,00","0,00","910,00","0,00",2017,4
1.01.02.10.03.00.000,"INSUMOS DE MAQUINARIAS (PILAS, TANZAS, ETC)","30.000,00","5.532,99","12.871,05","17.128,95","2.525,00","2.525,00","10.346,05",2017,4
1.01.02.10.04.00.000,BIDONES DE AGUA,"10.000,00","670,00","4.225,00","5.775,00","1.075,00","3.555,00","670,00",2017,4
1.01.02.10.05.00.000,OTROS DE CONSUMO,"25.000,00","570,00","4.410,00","20.590,00","570,00","4.410,00","0,00",2017,4
1.01.02.11.00.00.000,DEUDAS DE BIENES DE CONSUMO EJERC. ANTERIOR.,"800.000,00","12.383,00","797.072,50","2.927,50","60.627,03","522.714,13","274.358,37",2017,4
1.01.02.12.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"2370.000,00","0,00","0,00","2370.000,00","0,00","0,00","0,00",2017,4
1.01.02.15.01.00.000,PERSONAL DE MAESTRANZA,"350.000,00","181.922,25","189.186,51","160.813,49","2.491,56","7.264,26","181.922,25",2017,4
1.01.02.15.02.00.000,AUXILIAR DE LIMPIEZA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.15.03.00.000,PERSONAL DE GUARDERIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.15.04.00.000,PERSONAL HOGAR DE DIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.02.15.06.00.000,PERSONAL DE SEGURIDAD CIUDADANA,"130.000,00","8.292,28","15.037,88","114.962,12","0,00","6.745,60","8.292,28",2017,4
1.01.02.15.07.00.000,PERSONAL DEFENSA CIVIL,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,4
1.01.02.15.08.00.000,Personal Espacios Verdes,"15.000,00","4.535,44","9.168,57","5.831,43","2.850,00","6.837,25","2.331,32",2017,4
1.01.02.15.09.00.000,PERSONAL ADMINISTRACION MUNICIPAL,"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00",2017,4
1.01.02.17.01.00.000,COMBUSTIBLES Y LUBRICANTES,"270.000,00","16.776,76","78.775,33","191.224,67","22.760,44","69.457,35","9.317,98",2017,4
1.01.02.17.02.00.000,ADQUISICION DE REPUESTOS,"40.000,00","2.300,00","21.831,45","18.168,55","4.150,00","17.445,00","4.386,45",2017,4
1.01.02.17.03.00.000,CAMARAS Y CUBIERTAS,"35.000,00","0,00","120,00","34.880,00","0,00","120,00","0,00",2017,4
1.01.02.17.04.00.000,ELEMENTOS DE CAFETERIA Y LIMPIEZA,"45.000,00","5.377,00","12.915,12","32.084,88","2.337,50","8.513,12","4.402,00",2017,4
1.01.02.17.05.00.000,"UTILES, IMPRESOS, DIGITALIZACIONES Y PAPELERI","45.000,00","3.445,41","7.478,53","37.521,47","4.053,12","4.053,12","3.425,41",2017,4
1.01.02.17.06.00.000,INSUMOS DE SEGURIDAD VIAL,"40.000,00","0,00","1.328,75","38.671,25","0,00","270,00","1.058,75",2017,4
1.01.02.17.07.00.000,VARIOS DE SEGURIDAD CIUDADANA,"30.000,00","7.990,00","13.603,38","16.396,62","1.377,00","5.613,38","7.990,00",2017,4
1.01.02.18.01.00.000,ALIMENTOS,"145.000,00","453,00","6.161,90","138.838,10","1.385,00","1.685,00","4.476,90",2017,4
1.01.02.19.01.00.000,ALIMENTOS,"280.000,00","42.699,42","98.912,82","181.087,18","24.518,60","58.073,40","40.839,42",2017,4
1.01.02.20.00.00.000,CONSUMO AREA DE AMBIENTE,"30.000,00","4.379,94","9.788,03","20.211,97","4.295,06","7.261,92","2.526,11",2017,4
1.01.02.21.01.00.000,Combustible defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.02.21.02.00.000,Respuestos Defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.02.21.03.00.000,Insumos Defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.02.21.04.00.000,Adq cubiertas y camaras defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.02.21.05.00.000,varios defensa civil,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,4
1.01.03.00.00.00.000,SERVICIOS,"20166.000,00","2807.664,79","8531.226,73","11634.773,27","1183.806,48","3649.055,99","4882.170,74",2017,4
1.01.03.01.01.00.000,EDIFICIO MUNICIPAL,"43.000,00","2.365,15","2.365,15","40.634,85","0,00","0,00","2.365,15",2017,4
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00",2017,4
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00",2017,4
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,4
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","799,70","4.593,70","5.406,30","325,00","3.919,00","674,70",2017,4
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,4
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","2.852,00","10.545,92","26.454,08","2.246,90","8.363,52","2.182,40",2017,4
